"","x"
"1","Cujo       (1983)+61.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$5,000,000.00Revenue$21,200,000.00+1h 33m"
"2","Believe Me: The Abduction of Lisa McVey       (2018)+82.0+Drama, TV Movie+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 38m"
"3","Champions       (2018)+76.0+Drama, Comedy+OriginalTitleCampeonesStatusReleasedOriginalLanguageSpanish;CastilianBudget$4,920,975.00Revenue$20,121,318.00+2h 4m"
"4","Charlie's Angels       (2000)+58.0+Action, Adventure, Comedy, Crime, Thriller+StatusReleasedOriginalLanguageEnglishBudget$92,000,000.00Revenue$264,105,545.00+1h 38m"
"5","True Romance       (1993)+75.0+Action, Thriller, Crime, Romance+StatusReleasedOriginalLanguageEnglishBudget$12,500,000.00Revenue$12,600,000.00+2h"
"6","The Shallows       (2016)+64.0+Horror, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$17,000,000.00Revenue$119,100,758.00+1h 26m"
"7","In the Heights       (2021)+73.0+Drama, Music, Romance+StatusReleasedOriginalLanguageEnglishBudget$55,000,000.00Revenue$43,000,000.00+2h 23m"
"8","The Emperor of Paris       (2018)+64.0+Drama, Crime, Thriller+OriginalTitleL'EmpereurdeParisStatusReleasedOriginalLanguageFrenchBudget-Revenue-+2h 1m"
"9","Are We There Yet?       (2005)+56.0+Family, Adventure, Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget$32,000,000.00Revenue$97,918,663.00+1h 35m"
"10","Sleepers       (1996)+76.0+Crime, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$44,000,000.00Revenue$165,615,285.00+2h 27m"
"11","American Assassin       (2017)+63.0+Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$33,000,000.00Revenue$67,200,000.00+1h 52m"
"12","DÃ©jÃ  Vu       (2006)+68.0+Action, Thriller, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$75,000,000.00Revenue$180,557,550.00+2h 6m"
"13","Memories of Murder       (2003)+81.0+Crime, Drama, Thriller+OriginalTitle살인의추억StatusReleasedOriginalLanguageKoreanBudget$2,800,000.00Revenue$26,000,000.00+2h 11m"
"14","Belfast       (2021)+72.0+Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$30,000,000.00+1h 38m"
"15","Stitch! The Movie       (2003)+65.0+Comedy, Adventure, Family, Animation+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h"
"16","The King of Staten Island       (2020)+71.0+Comedy, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+2h 17m"
"17","Transformers       (2007)+67.0+Adventure, Science Fiction, Action+StatusReleasedOriginalLanguageEnglishBudget$150,000,000.00Revenue$709,709,780.00+2h 23m"
"18","Tangled: Before Ever After       (2017)+68.0+Adventure, Animation, Comedy, Family, Fantasy, TV Movie+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+55m"
"19","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb       (1964)+81.0+Drama, Comedy, War+StatusReleasedOriginalLanguageEnglishBudget$1,800,000.00Revenue$9,523,464.00+1h 35m"
"20","Resident Evil: Degeneration       (2008)+67.0+Animation, Horror, Action, Science Fiction+OriginalTitleBaiohazâdo:DijenerêshonStatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 37m"
"21","Arthur and the Revenge of Maltazard       (2009)+57.0+Adventure, Fantasy, Animation, Family+OriginalTitleArthuretlavengeancedeMaltazardStatusReleasedOriginalLanguageFrenchBudget$87,000,000.00Revenue-+1h 33m"
"22","Kronk's New Groove       (2005)+64.0+Animation, Comedy, Family+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 15m"
"23","Deliver Us from Evil       (2014)+62.0+Thriller, Crime, Horror+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$87,937,815.00+1h 58m"
"24","Johnny English Strikes Again       (2018)+62.0+Action, Adventure, Comedy+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$158,256,993.00+1h 29m"
"25","Unfriended: Dark Web       (2018)+63.0+Horror, Thriller, Mystery+StatusReleasedOriginalLanguageEnglishBudget$1,000,000.00Revenue$9,602,624.00+1h 33m"
"26","Cockneys vs Zombies       (2012)+57.0+Comedy, Horror+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 28m"
"27","Drumline       (2002)+69.0+Drama, Romance, Comedy, Music+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$57,588,485.00+1h 58m"
"28","Zombeavers       (2014)+49.0+Horror, Action, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue$14,947.00+1h 25m"
"29","Room       (2015)+81.0+Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$13,000,000.00Revenue$35,401,758.00+1h 58m"
"30","Brimstone       (2016)+71.0+Western, Mystery, Thriller, Drama+StatusReleasedOriginalLanguageEnglishBudget$13,000,000.00Revenue-+2h 28m"
"31","The Nutcracker and the Four Realms       (2018)+61.0+Fantasy, Adventure, Family+StatusReleasedOriginalLanguageEnglishBudget$120,000,000.00Revenue$59,522,646.00+1h 39m"
"32","A Score to Settle       (2019)+62.0+Action, Thriller, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 43m"
"33","Careful What You Wish For       (2015)+61.0+Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$8,000,000.00Revenue-+1h 31m"
"34","The Man with the Iron Heart       (2017)+66.0+War, Action, History, Thriller+StatusReleasedOriginalLanguageEnglishBudget$32,679,734.00Revenue$4,412,639.00+2h"
"35","The Man in the Iron Mask       (1998)+66.0+Adventure, Action, Drama+StatusReleasedOriginalLanguageEnglishBudget$35,000,000.00Revenue$182,968,902.00+2h 12m"
"36","Idiocracy       (2006)+63.0+Adventure, Comedy, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$495,303.00+1h 24m"
"37","Captain Fantastic       (2016)+79.0+Adventure, Drama+StatusReleasedOriginalLanguageEnglishBudget$5,000,000.00Revenue$23,123,592.00+1h 58m"
"38","The Mask of Zorro       (1998)+65.0+Action, Adventure+StatusReleasedOriginalLanguageEnglishBudget$95,000,000.00Revenue$250,288,523.00+2h 16m"
"39","Master Z: Ip Man Legacy       (2018)+62.0+Action, Crime, Drama+OriginalTitle葉問外傳：張天志StatusReleasedOriginalLanguageCantoneseBudget-Revenue$21,832,649.00+1h 47m"
"40","The Tragedy of Macbeth       (2021)+70.0+Drama, War+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 45m"
"41","The Rundown       (2003)+64.0+Adventure, Action, Comedy, Thriller+StatusReleasedOriginalLanguageEnglishBudget$85,000,000.00Revenue$80,916,492.00+1h 44m"
"42","Gonjiam: Haunted Asylum       (2018)+73.0+Horror, Mystery+OriginalTitle곤지암StatusReleasedOriginalLanguageKoreanBudget-Revenue$21,041,950.00+1h 34m"
"43","Love Hard       (2021)+71.0+Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 45m"
"44","Wonder Woman: Bloodlines       (2019)+71.0+Science Fiction, Animation, Action, Fantasy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 23m"
"45","Children of Men       (2006)+76.0+Drama, Action, Thriller, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$76,000,000.00Revenue$70,595,464.00+1h 49m"
"46","Portrait of a Lady on Fire       (2019)+82.0+Drama, Romance+OriginalTitlePortraitdelajeunefilleenfeuStatusReleasedOriginalLanguageFrenchBudget$5,740,000.00Revenue$9,923,127.00+2h"
"47","Diego Maradona       (2019)+75.0+Documentary+StatusReleasedOriginalLanguageSpanish;CastilianBudget-Revenue-+2h 10m"
"48","Only Yesterday       (1991)+73.0+Animation, Drama, Romance+OriginalTitleおもひでぽろぽろStatusReleasedOriginalLanguageJapaneseBudget-Revenue$473,110.00+1h 59m"
"49","The Healer       (2017)+72.0+Family, Drama, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 53m"
"50","Shallow Hal       (2001)+62.0+Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$141,069,860.00+1h 54m"
"51","Slumdog Millionaire       (2008)+77.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue$378,410,542.00+2h"
"52","Case 39       (2009)+63.0+Horror, Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget$27,000,000.00Revenue$29,000,000.00+1h 49m"
"53","The Willoughbys       (2020)+71.0+Animation, Comedy, Family+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 32m"
"54","The Intruder       (2019)+61.0+Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue$25,724,305.00+1h 42m"
"55","The Devil All the Time       (2020)+73.0+Crime, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+2h 18m"
"56","Small Soldiers       (1998)+65.0+Comedy, Adventure, Fantasy, Science Fiction, Action+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$54,682,547.00+1h 50m"
"57","Inheritance       (2020)+63.0+Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 50m"
"58","The Village       (2004)+64.0+Drama, Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget$60,000,000.00Revenue$256,697,520.00+1h 48m"
"59","Police Academy       (1984)+66.0+Comedy, Crime+StatusReleasedOriginalLanguageEnglishBudget$4,500,000.00Revenue$81,198,894.00+1h 37m"
"60","The Silence       (2019)+60.0+Horror, Drama, Thriller, Fantasy+StatusReleasedOriginalLanguageEnglishBudget-Revenue$2,325,977.00+1h 31m"
"61","Look Away       (2018)+66.0+Horror, Thriller, Fantasy+StatusReleasedOriginalLanguageEnglishBudget-Revenue$1,119,537.00+1h 43m"
"62","Falling Inn Love       (2019)+65.0+Romance, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 38m"
"63","Shaft       (2019)+65.0+Action, Crime+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$21,360,215.00+1h 51m"
"64","Kin       (2018)+62.0+Science Fiction, Action+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$10,023,153.00+1h 42m"
"65","mother!       (2017)+70.0+Drama, Horror, Mystery+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$44,516,999.00+2h 1m"
"66","The Old Guard       (2020)+72.0+Action, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$70,000,000.00Revenue-+2h 5m"
"67","National Lampoon's Vacation       (1983)+71.0+Comedy, Adventure+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue$61,399,552.00+1h 39m"
"68","Meet the Fockers       (2004)+62.0+Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget$80,000,000.00Revenue$516,642,939.00+1h 55m"
"69","Security       (2017)+62.0+Action, Thriller, Crime+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue-+1h 27m"
"70","Escape from Pretoria       (2020)+73.0+Drama, History, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 42m"
"71","Indecent Proposal       (1993)+63.0+Romance, Drama+StatusReleasedOriginalLanguageEnglishBudget$38,000,000.00Revenue$266,614,059.00+1h 57m"
"72","In the Realm of the Senses       (1976)+65.0+Drama, Romance+OriginalTitle愛のコリーダStatusReleasedOriginalLanguageJapaneseBudget-Revenue-+1h 45m"
"73","The Invasion       (2007)+60.0+Science Fiction, Thriller, Mystery+StatusReleasedOriginalLanguageEnglishBudget$80,000,000.00Revenue$15,071,514.00+1h 39m"
"74","Ma       (2019)+58.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$5,000,000.00Revenue$51,749,995.00+1h 39m"
"75","I, Tonya       (2017)+75.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$11,000,000.00Revenue$53,939,297.00+2h"
"76","The Perfect Date       (2019)+65.0+Romance, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 33m"
"77","First Man       (2018)+70.0+History, Drama+StatusReleasedOriginalLanguageEnglishBudget$70,000,000.00Revenue$105,702,570.00+2h 21m"
"78","Crimson Peak       (2015)+66.0+Horror, Thriller, Romance, Mystery+StatusReleasedOriginalLanguageEnglishBudget$55,000,000.00Revenue$74,679,822.00+1h 59m"
"79","The Secret Life of Pets       (2016)+62.0+Adventure, Comedy, Animation, Family+StatusReleasedOriginalLanguageEnglishBudget$75,000,000.00Revenue$875,457,937.00+1h 27m"
"80","The Mauritanian       (2021)+75.0+Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+2h 9m"
"81","Time Freak       (2018)+66.0+Science Fiction, Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 44m"
"82","The House with a Clock in Its Walls       (2018)+62.0+Fantasy, Family, Comedy, Horror+StatusReleasedOriginalLanguageEnglishBudget$42,000,000.00Revenue$131,457,147.00+1h 45m"
"83","Arthur 3: The War of the Two Worlds       (2010)+58.0+Animation, Adventure, Fantasy, Family+OriginalTitleArthur3:laguerredesdeuxmondesStatusReleasedOriginalLanguageEnglishBudget$70,200,000.00Revenue-+1h 41m"
"84","Cloud Atlas       (2012)+69.0+Drama, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$102,000,000.00Revenue$130,482,868.00+2h 52m"
"85","Spotlight       (2015)+78.0+Drama, History+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$98,690,254.00+2h 9m"
"86","Suspiria       (1977)+75.0+Horror+StatusReleasedOriginalLanguageItalianBudget-Revenue$2,884,265.00+1h 39m"
"87","Dawn of the Dead       (1978)+75.0+Horror+StatusReleasedOriginalLanguageEnglishBudget$650,000.00Revenue$55,000,000.00+2h 7m"
"88","Crank       (2006)+66.0+Action, Thriller, Crime+StatusReleasedOriginalLanguageEnglishBudget$12,000,000.00Revenue$42,931,041.00+1h 28m"
"89","Fantasy Island       (2020)+60.0+Horror, Fantasy, Adventure, Mystery+StatusReleasedOriginalLanguageEnglishBudget$7,000,000.00Revenue$47,078,545.00+1h 49m"
"90","Wild Tales       (2014)+78.0+Drama, Thriller, Comedy+OriginalTitleRelatossalvajesStatusReleasedOriginalLanguageSpanish;CastilianBudget$4,000,000.00Revenue$27,007,072.00+2h 2m"
"91","Jingle Jangle: A Christmas Journey       (2020)+66.0+Family, Fantasy, Music+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+2h 2m"
"92","The Killing of a Sacred Deer       (2017)+70.0+Drama, Thriller, Mystery+StatusReleasedOriginalLanguageEnglishBudget-Revenue$7,027,336.00+2h 1m"
"93","The Tuxedo       (2002)+57.0+Thriller, Action, Comedy, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$60,000,000.00Revenue$104,391,623.00+1h 38m"
"94","Enter the Dragon       (1973)+74.0+Action+StatusReleasedOriginalLanguageEnglishBudget$10,000,000.00Revenue$21,485,066.00+1h 42m"
"95","Bleeding Steel       (2017)+59.0+Action, Science Fiction, Thriller+OriginalTitle机器之血StatusReleasedOriginalLanguageChineseBudget$65,000,000.00Revenue-+1h 49m"
"96","The Wandering Earth       (2019)+64.0+Science Fiction, Action, Drama+OriginalTitle流浪地球StatusReleasedOriginalLanguageChineseBudget$48,000,000.00Revenue-+2h 6m"
"97","Bleach       (2018)+66.0+Action, Fantasy, Adventure+StatusReleasedOriginalLanguageJapaneseBudget-Revenue$3,729,856.00+1h 48m"
"98","Trainspotting       (1996)+80.0+Drama, Crime+StatusReleasedOriginalLanguageEnglishBudget$4,000,000.00Revenue$16,491,080.00+1h 34m"
"99","AmÃ©lie       (2001)+79.0+Comedy, Romance+OriginalTitleLeFabuleuxDestind'AmÃ©liePoulainStatusReleasedOriginalLanguageFrenchBudget$10,000,000.00Revenue$173,921,954.00+2h 2m"
"100","Hellraiser       (1987)+69.0+Horror+StatusReleasedOriginalLanguageEnglishBudget$1,000,000.00Revenue$14,575,193.00+1h 33m"
"101","Downton Abbey       (2019)+72.0+Drama, Romance, History+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$192,094,429.00+2h 2m"
"102","Unhinged       (2020)+64.0+Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$33,000,000.00Revenue$39,238,300.00+1h 30m"
"103","The Last Summer       (2019)+60.0+Romance, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 49m"
"104","The Art of Racing in the Rain       (2019)+83.0+Comedy, Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$18,000,000.00Revenue$33,766,787.00+1h 49m"
"105","I Kill Giants       (2018)+62.0+Fantasy, Drama+StatusReleasedOriginalLanguageEnglishBudget$15,100,000.00Revenue-+1h 46m"
"106","Apollo 13       (1995)+74.0+Drama, History, Adventure+StatusReleasedOriginalLanguageEnglishBudget$52,000,000.00Revenue$355,237,933.00+2h 20m"
"107","Sully       (2016)+72.0+Drama, History+StatusReleasedOriginalLanguageEnglishBudget$60,000,000.00Revenue$240,797,623.00+1h 36m"
"108","Poseidon       (2006)+58.0+Adventure, Action, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$160,000,000.00Revenue$181,674,817.00+1h 38m"
"109","Mad Max       (1979)+67.0+Adventure, Action, Thriller, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$300,000.00Revenue$8,771,757.00+1h 31m"
"110","The House That Jack Built       (2018)+72.0+Drama, Horror, Crime, Thriller+StatusReleasedOriginalLanguageEnglishBudget$9,800,000.00Revenue$5,566,776.00+2h 31m"
"111","The Dirt       (2019)+75.0+Drama, Music, History+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 48m"
"112","Isn't It Romantic       (2019)+62.0+Comedy, Fantasy, Romance+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 29m"
"113","The Happytime Murders       (2018)+57.0+Action, Comedy, Crime+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$27,506,452.00+1h 31m"
"114","Booksmart       (2019)+70.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$6,000,000.00Revenue$24,849,029.00+1h 42m"
"115","The Day the Earth Stood Still       (2008)+56.0+Drama, Science Fiction, Thriller+StatusReleasedOriginalLanguageEnglishBudget$80,000,000.00Revenue$233,093,859.00+1h 44m"
"116","Knocked Up       (2007)+62.0+Comedy, Romance, Drama+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$219,076,518.00+2h 9m"
"117","Meet the Parents       (2000)+67.0+Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget$55,000,000.00Revenue$330,444,045.00+1h 48m"
"118","Thelma       (2017)+69.0+Drama, Mystery, Thriller+StatusReleasedOriginalLanguageNorwegianBudget$5,741,614.00Revenue$1,471,656.00+1h 56m"
"119","A Perfect Getaway       (2009)+63.0+Thriller, Mystery, Adventure+StatusReleasedOriginalLanguageEnglishBudget$14,000,000.00Revenue$22,852,638.00+1h 38m"
"120","Unleashed       (2005)+69.0+Action, Crime+StatusReleasedOriginalLanguageEnglishBudget$45,000,000.00Revenue$50,871,113.00+1h 43m"
"121","She's the Man       (2006)+68.0+Comedy, Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$33,889,159.00+1h 45m"
"122","Horns       (2013)+63.0+Drama, Fantasy, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+2h"
"123","The X Files: I Want to Believe       (2008)+57.0+Drama, Mystery, Science Fiction, Thriller+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$69,363,381.00+1h 44m"
"124","Hugo       (2011)+72.0+Adventure, Drama, Family+StatusReleasedOriginalLanguageEnglishBudget$170,000,000.00Revenue$185,770,160.00+2h 6m"
"125","The Crucifixion       (2017)+56.0+Horror, Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue$6,554,322.00+1h 30m"
"126","Ferris Bueller's Day Off       (1986)+76.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$6,000,000.00Revenue$70,136,369.00+1h 43m"
"127","Halloween: Resurrection       (2002)+46.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$13,000,000.00Revenue$37,664,855.00+1h 29m"
"128","The X Files       (1998)+68.0+Mystery, Science Fiction, Thriller+StatusReleasedOriginalLanguageEnglishBudget$66,000,000.00Revenue$189,198,313.00+2h 1m"
"129","Mary and The Witch's Flower       (2017)+71.0+Fantasy, Adventure, Animation+OriginalTitleメアリと魔女の花StatusReleasedOriginalLanguageJapaneseBudget-Revenue-+1h 43m"
"130","Klaus       (2019)+83.0+Animation, Family, Adventure, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 36m"
"131","A Time to Kill       (1996)+74.0+Crime, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$152,266,007.00+2h 29m"
"132","Final Fantasy VII: Advent Children       (2005)+71.0+Animation, Action, Adventure, Fantasy, Science Fiction+StatusReleasedOriginalLanguageJapaneseBudget-Revenue-+1h 41m"
"133","Yesterday       (2019)+67.0+Music, Comedy, Romance, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$26,000,000.00Revenue$88,092,097.00+1h 56m"
"134","Nosferatu       (1922)+77.0+Fantasy, Horror+OriginalTitleNosferatu,eineSymphoniedesGrauensStatusReleasedOriginalLanguageGermanBudget-Revenue$19,054.00+1h 34m"
"135","Notting Hill       (1999)+73.0+Romance, Comedy, Drama+StatusReleasedOriginalLanguageEnglishBudget$42,000,000.00Revenue$363,889,678.00+2h 4m"
"136","The Fly       (1986)+74.0+Horror, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue$60,629,159.00+1h 36m"
"137","Maggie       (2015)+54.0+Horror, Drama, Mystery+StatusReleasedOriginalLanguageEnglishBudget$4,000,000.00Revenue$187,112.00+1h 35m"
"138","Kidnapping Mr. Heineken       (2015)+60.0+Drama, Action, Crime, Thriller, Mystery+StatusReleasedOriginalLanguageEnglishBudget-Revenue$2,633,527.00+1h 35m"
"139","Hotel Mumbai       (2019)+76.0+Thriller, History, Drama, Action+StatusReleasedOriginalLanguageEnglishBudget-Revenue$16,872,691.00+2h 3m"
"140","I Still Believe       (2020)+77.0+Music, Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 55m"
"141","Manchester by the Sea       (2016)+75.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$9,000,000.00Revenue$78,988,148.00+2h 18m"
"142","Close       (2019)+58.0+Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 35m"
"143","Rocketman       (2019)+74.0+Music, Drama, History+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$167,323,950.00+2h 1m"
"144","Jack and the Cuckoo-Clock Heart       (2014)+72.0+Animation, Romance, Adventure, Drama, Fantasy+OriginalTitleJacketlamécaniqueducœurStatusReleasedOriginalLanguageFrenchBudget$33,746,302.00Revenue$3,445,000.00+1h 34m"
"145","Harriet       (2019)+73.0+Drama, History+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+2h 5m"
"146","She's All That       (1999)+63.0+Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget$10,000,000.00Revenue$103,166,989.00+1h 35m"
"147","Reign of the Supermen       (2019)+72.0+Science Fiction, Animation, Action+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 27m"
"148","Masterminds       (2016)+57.0+Action, Comedy, Crime+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$29,200,000.00+1h 34m"
