"","x"
"149","Mystic River       (2003)+77.0+Thriller, Crime, Drama, Mystery+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$156,822,020.00+2h 18m"
"150","Project Power       (2020)+65.0+Action, Crime, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 53m"
"151","Night Hunter       (2019)+65.0+Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue$1,012,932.00+1h 35m"
"152","The Zookeeper's Wife       (2017)+74.0+Drama, History, War+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$26,152,835.00+2h 6m"
"153","Ride Along       (2014)+62.0+Action, Comedy+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$153,997,819.00+1h 39m"
"154","Chinatown       (1974)+79.0+Crime, Drama, Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget$6,000,000.00Revenue$30,000,000.00+2h 10m"
"155","Trading Places       (1983)+72.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue$90,404,800.00+1h 56m"
"156","Traffik       (2018)+62.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$4,000,000.00Revenue$5,132,274.00+1h 36m"
"157","Changeling       (2008)+76.0+Crime, Drama, Mystery+StatusReleasedOriginalLanguageEnglishBudget$55,000,000.00Revenue$113,020,255.00+2h 21m"
"158","Song to Song       (2017)+54.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$10,000,000.00Revenue$1,710,528.00+2h 9m"
"159","MILF       (2018)+59.0+Comedy+StatusReleasedOriginalLanguageFrenchBudget-Revenue$1,100,000.00+1h 36m"
"160","Till Death       (2021)+66.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 29m"
"161","Cool Hand Luke       (1967)+78.0+Crime, Drama+StatusReleasedOriginalLanguageEnglishBudget$3,200,000.00Revenue$16,217,773.00+2h 7m"
"162","Piranha 3DD       (2012)+43.0+Horror, Thriller, Comedy+StatusReleasedOriginalLanguageEnglishBudget$5,000,000.00Revenue$8,493,728.00+1h 23m"
"163","The Grandmaster       (2013)+65.0+Action, Drama, History+OriginalTitle一代宗師StatusReleasedOriginalLanguageChineseBudget$3,860,000.00Revenue$64,076,736.00+2h 10m"
"164","They Live       (1988)+73.0+Science Fiction, Action+StatusReleasedOriginalLanguageEnglishBudget$4,000,000.00Revenue$13,008,928.00+1h 34m"
"165","The Ultimate Gift       (2007)+77.0+Romance, Drama, Family+StatusReleasedOriginalLanguageEnglishBudget-Revenue$3,438,735.00+1h 54m"
"166","Burlesque       (2010)+72.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$55,000,000.00Revenue$89,519,773.00+1h 59m"
"167","I Am Mother       (2019)+67.0+Science Fiction, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue$643,593.00+1h 54m"
"168","The Many Adventures of Winnie the Pooh       (1977)+72.0+Animation, Family+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 14m"
"169","Blue Is the Warmest Color       (2013)+71.0+Romance, Drama+OriginalTitleLaVied'Adèle-Chapitres1et2StatusReleasedOriginalLanguageFrenchBudget$4,300,000.00Revenue$10,165,694.00+3h"
"170","Lemony Snicket's A Series of Unfortunate Events       (2004)+68.0+Adventure, Comedy, Family+StatusReleasedOriginalLanguageEnglishBudget$140,000,000.00Revenue$209,073,645.00+1h 48m"
"171","The Monuments Men       (2014)+60.0+War, Drama, History, Action+StatusReleasedOriginalLanguageEnglishBudget$70,000,000.00Revenue$154,984,035.00+1h 58m"
"172","Possession       (1981)+73.0+Horror+StatusReleasedOriginalLanguageFrenchBudget-Revenue$1,158,473.00+2h 4m"
"173","In the Mood for Love       (2000)+81.0+Drama, Romance+OriginalTitle花樣年華StatusReleasedOriginalLanguageCantoneseBudget$150,000.00Revenue$12,854,953.00+1h 39m"
"174","Moneyball       (2011)+72.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$110,206,216.00+2h 14m"
"175","The Graduate       (1967)+77.0+Comedy, Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$3,000,000.00Revenue$104,945,305.00+1h 46m"
"176","Crash       (1996)+65.0+Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$9,000,000.00Revenue-+1h 40m"
"177","The Goldfinch       (2019)+72.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue-+2h 29m"
"178","Little       (2019)+69.0+Comedy, Fantasy, Romance+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$17,399,000.00+1h 48m"
"179","Cinema Paradiso       (1988)+85.0+Drama, Romance+OriginalTitleNuovoCinemaParadisoStatusReleasedOriginalLanguageItalianBudget$5,000,000.00Revenue$11,990,401.00+2h 4m"
"180","News of the World       (2020)+70.0+Drama, Western, Adventure+StatusReleasedOriginalLanguageEnglishBudget-Revenue$12,668,325.00+1h 58m"
"181","Robin Hood: Prince of Thieves       (1991)+68.0+Action, Adventure, Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$48,000,000.00Revenue$390,493,908.00+2h 23m"
"182","Falling Down       (1993)+74.0+Crime, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$40,903,593.00+1h 53m"
"183","7500       (2019)+61.0+Action, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 33m"
"184","The Night House       (2021)+67.0+Horror, Thriller, Mystery+StatusReleasedOriginalLanguageEnglishBudget-Revenue$14,590,542.00+1h 47m"
"185","Mandy       (2018)+62.0+Horror, Action, Thriller, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$6,000,000.00Revenue$1,214,525.00+2h 2m"
"186","Shin Godzilla       (2016)+71.0+Action, Science Fiction, Horror+OriginalTitleシン・ゴジラStatusReleasedOriginalLanguageJapaneseBudget$15,000,000.00Revenue$77,947,607.00+2h"
"187","Beverly Hills Cop       (1984)+72.0+Action, Comedy, Crime+StatusReleasedOriginalLanguageEnglishBudget$14,000,000.00Revenue$316,360,478.00+1h 45m"
"188","Day of the Dead: Bloodline       (2017)+46.0+Action, Horror+StatusReleasedOriginalLanguageEnglishBudget$8,000,000.00Revenue-+1h 30m"
"189","Mirage       (2018)+75.0+Science Fiction, Thriller, Drama, Romance, Mystery+OriginalTitleDurantelatormentaStatusReleasedOriginalLanguageSpanish;CastilianBudget-Revenue$17,325,485.00+2h 9m"
"190","Spenser Confidential       (2020)+65.0+Comedy, Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 50m"
"191","The Descendants       (2011)+68.0+Comedy, Drama+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$177,243,185.00+1h 55m"
"192","A Beautiful Day in the Neighborhood       (2019)+70.0+Drama, History+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$67,925,733.00+1h 49m"
"193","Follow Me       (2020)+65.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue$3,551,439.00+1h 28m"
"194","A River Runs Through It       (1992)+71.0+Drama, Family+StatusReleasedOriginalLanguageEnglishBudget$12,000,000.00Revenue$43,440,294.00+2h 3m"
"195","Chef       (2014)+71.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$11,000,000.00Revenue$45,967,935.00+1h 54m"
"196","Chungking Express       (1994)+80.0+Drama, Comedy, Romance+OriginalTitle重慶森林StatusReleasedOriginalLanguageCantoneseBudget$160,000.00Revenue-+1h 43m"
"197","Borat Subsequent Moviefilm       (2020)+65.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 36m"
"198","Happiest Season       (2020)+74.0+Romance, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue$1,401,954.00+1h 42m"
"199","Tales from Earthsea       (2006)+66.0+Animation, Fantasy, Adventure+OriginalTitleゲド戦記StatusReleasedOriginalLanguageJapaneseBudget$22,000,000.00Revenue$68,625,104.00+1h 55m"
"200","Brawl in Cell Block 99       (2017)+70.0+Action, Crime, Thriller+StatusReleasedOriginalLanguageEnglishBudget$10,000,000.00Revenue-+2h 12m"
"201","Sleepwalkers       (1992)+60.0+Fantasy, Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue$30,524,763.00+1h 31m"
"202","American Hustle       (2013)+68.0+Drama, Crime+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$251,171,807.00+2h 18m"
"203","The Fugitive       (1993)+74.0+Drama, Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$44,000,000.00Revenue$368,875,760.00+2h 11m"
"204","Arthur Christmas       (2011)+67.0+Drama, Animation, Family, Comedy+StatusReleasedOriginalLanguageEnglishBudget$10,000,000.00Revenue-+1h 37m"
"205","Widows       (2018)+65.0+Crime, Thriller+StatusReleasedOriginalLanguageEnglishBudget$42,000,000.00Revenue$73,866,088.00+2h 9m"
"206","The Adventures of Tintin       (2011)+69.0+Adventure, Animation, Mystery+StatusReleasedOriginalLanguageEnglishBudget$130,000,000.00Revenue$371,940,071.00+1h 47m"
"207","Angel Heart       (1987)+71.0+Horror, Mystery+StatusReleasedOriginalLanguageEnglishBudget$17,000,000.00Revenue$17,185,632.00+1h 53m"
"208","The Next Karate Kid       (1994)+53.0+Action, Drama, Family, Adventure+StatusReleasedOriginalLanguageEnglishBudget$12,000,000.00Revenue$15,876,353.00+1h 47m"
"209","Eiffel       (2021)+63.0+Romance, Drama+StatusReleasedOriginalLanguageFrenchBudget$26,000,000.00Revenue$13,000,000.00+1h 48m"
"210","Pig       (2021)+67.0+Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue$2,652,024.00+1h 31m"
"211","Airplane!       (1980)+73.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$3,500,000.00Revenue$83,453,539.00+1h 28m"
"212","The Princess Bride       (1987)+77.0+Adventure, Family, Fantasy, Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget$16,000,000.00Revenue$30,861,665.00+1h 39m"
"213","The Waterboy       (1998)+61.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$23,000,000.00Revenue$185,991,646.00+1h 30m"
"214","Roman J. Israel, Esq.       (2017)+63.0+Drama, Crime, Thriller+StatusReleasedOriginalLanguageEnglishBudget$22,000,000.00Revenue$11,942,780.00+2h 2m"
"215","Attraction       (2017)+66.0+Drama, Romance, Science Fiction, Adventure+OriginalTitleПритяжениеStatusReleasedOriginalLanguageRussianBudget$5,027,266.00Revenue$19,454,845.00+1h 57m"
"216","The Bye Bye Man       (2017)+52.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$7,400,000.00Revenue$26,667,197.00+1h 36m"
"217","Haunt       (2019)+67.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 32m"
"218","The Italian Job       (2003)+68.0+Action, Crime+StatusReleasedOriginalLanguageEnglishBudget$60,000,000.00Revenue$176,070,171.00+1h 50m"
"219","Mary Shelley       (2017)+70.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+2h"
"220","Burn Out       (2018)+68.0+Action, Thriller+StatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 47m"
"221","Sweet Home Alabama       (2002)+64.0+Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$180,622,424.00+1h 48m"
"222","Night School       (2018)+62.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$29,000,000.00Revenue$33,157,615.00+1h 51m"
"223","Twitches       (2005)+68.0+Comedy, Drama, Family, Fantasy, TV Movie+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue-+1h 26m"
"224","The Aeronauts       (2019)+68.0+Adventure, Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue-+1h 41m"
"225","The Poughkeepsie Tapes       (2009)+66.0+Horror, Mystery, Crime, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 21m"
"226","The Dig       (2021)+69.0+Drama, History+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 52m"
"227","Damage       (1992)+66.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget-Revenue$7,532,911.00+1h 51m"
"228","Waves       (2019)+74.0+Romance, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$2,576,990.00+2h 16m"
"229","Dredd       (2012)+68.0+Action, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$41,037,742.00+1h 35m"
"230","Casablanca       (1942)+82.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$878,000.00Revenue$10,462,500.00+1h 42m"
"231","Speed 2: Cruise Control       (1997)+45.0+Action, Adventure, Thriller+StatusReleasedOriginalLanguageEnglishBudget$160,000,000.00Revenue$164,508,066.00+2h 1m"
"232","Moxie       (2021)+74.0+Comedy, Drama, Music+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 51m"
"233","House of 1000 Corpses       (2003)+62.0+Horror+StatusReleasedOriginalLanguageEnglishBudget$7,000,000.00Revenue$17,949,758.00+1h 29m"
"234","The Report       (2019)+70.0+Thriller, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 58m"
"235","Christopher Robin       (2018)+73.0+Adventure, Comedy, Family, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$75,000,000.00Revenue$99,138,899.00+1h 44m"
"236","Escape from the Planet of the Apes       (1971)+63.0+Action, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$2,500,000.00Revenue$12,348,905.00+1h 38m"
"237","Big Trouble in Little China       (1986)+72.0+Action, Adventure, Comedy, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$11,000,000.00+1h 39m"
"238","Air Force One       (1997)+64.0+Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$85,000,000.00Revenue$315,156,409.00+2h 4m"
"239","Keeping Up with the Joneses       (2016)+61.0+Action, Comedy+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$29,918,745.00+1h 45m"
"240","Collide       (2016)+55.0+Thriller, Action+StatusReleasedOriginalLanguageEnglishBudget$21,500,000.00Revenue$6,817,535.00+1h 38m"
"241","There's Something About Mary       (1998)+66.0+Romance, Comedy+StatusReleasedOriginalLanguageEnglishBudget$23,000,000.00Revenue$369,884,651.00+1h 59m"
"242","Flash Gordon       (1980)+62.0+Science Fiction, Adventure+StatusReleasedOriginalLanguageEnglishBudget$35,000,000.00Revenue$27,107,960.00+1h 51m"
"243","Close to the Horizon       (2019)+80.0+Drama, Romance+OriginalTitleDemHorizontsonahStatusReleasedOriginalLanguageGermanBudget-Revenue-+1h 57m"
"244","Chocolat       (2000)+70.0+Comedy, Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$152,500,343.00+2h 1m"
"245","Lupin the Third: The Castle of Cagliostro       (1979)+75.0+Family, Animation, Adventure, Comedy, Crime+OriginalTitleルパン三世カリオストロの城StatusReleasedOriginalLanguageJapaneseBudget$7,202,188.00Revenue$8,194,857.00+1h 42m"
"246","Endless Love       (2014)+69.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$34,077,920.00+1h 43m"
"247","Three Billboards Outside Ebbing, Missouri       (2017)+81.0+Crime, Drama+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue$160,192,031.00+1h 55m"
"248","Invictus       (2009)+72.0+Drama, History+StatusReleasedOriginalLanguageEnglishBudget$60,000,000.00Revenue$122,426,792.00+2h 14m"
"249","Dante's Peak       (1997)+61.0+Action, Adventure, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$116,000,000.00Revenue$178,127,760.00+1h 48m"
"250","Superman: Red Son       (2020)+73.0+Science Fiction, Animation, Action+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 24m"
"251","The Deer Hunter       (1978)+80.0+Drama, War+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue$50,000,000.00+3h 3m"
"252","The Wife       (2018)+71.0+Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$19,978,189.00+1h 40m"
"253","Batman vs. Teenage Mutant Ninja Turtles       (2019)+72.0+Animation, Action, Family+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 27m"
"254","The Legend of Zorro       (2005)+61.0+Action, Adventure, Western+StatusReleasedOriginalLanguageEnglishBudget$75,000,000.00Revenue$142,400,065.00+2h 9m"
"255","Terrified       (2018)+66.0+Horror+OriginalTitleAterradosStatusReleasedOriginalLanguageSpanish;CastilianBudget-Revenue-+1h 28m"
"256","The Silencing       (2020)+65.0+Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 33m"
"257","End of Watch       (2012)+73.0+Crime, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$7,000,000.00Revenue$48,126,384.00+1h 49m"
"258","Greyhound       (2020)+74.0+War, Action, Drama+StatusReleasedOriginalLanguageEnglishBudget$50,300,000.00Revenue-+1h 31m"
"259","Second Act       (2018)+64.0+Romance, Comedy+StatusReleasedOriginalLanguageEnglishBudget$16,000,000.00Revenue$72,282,227.00+1h 40m"
"260","First Kill       (2017)+57.0+Action, Thriller, Crime+StatusReleasedOriginalLanguageEnglishBudget$10,000,000.00Revenue-+1h 37m"
"261","Batman: Gotham by Gaslight       (2018)+67.0+Thriller, Action, Animation, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$1,000,000.00Revenue$3,469,151.00+1h 18m"
"262","The Pyramid       (2014)+52.0+Horror+StatusReleasedOriginalLanguageEnglishBudget$6,500,000.00Revenue$16,861,137.00+1h 29m"
"263","The Tin Drum       (1979)+70.0+Drama, History, War+OriginalTitleDieBlechtrommelStatusReleasedOriginalLanguageGermanBudget-Revenue-+2h 42m"
"264","The Midnight Sky       (2020)+58.0+Science Fiction, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 58m"
"265","Judas and the Black Messiah       (2021)+74.0+Drama, History+StatusReleasedOriginalLanguageEnglishBudget$26,000,000.00Revenue$6,416,063.00+2h 6m"
"266","Solomon Kane       (2009)+59.0+Adventure, Fantasy, Action+StatusReleasedOriginalLanguageEnglishBudget$45,000,000.00Revenue$19,652,185.00+1h 44m"
"267","Enemy of the State       (1998)+70.0+Action, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$90,000,000.00Revenue$250,649,836.00+2h 12m"
"268","Death on the Nile       (1978)+71.0+Mystery+StatusReleasedOriginalLanguageEnglishBudget$7,920,000.00Revenue$14,560,084.00+2h 20m"
"269","Collateral       (2004)+72.0+Drama, Crime, Thriller+StatusReleasedOriginalLanguageEnglishBudget$65,000,000.00Revenue$217,764,291.00+2h"
"270","I, Frankenstein       (2014)+53.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$65,000,000.00Revenue$76,801,179.00+1h 32m"
"271","The Highwaymen       (2019)+67.0+Crime, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$49,000,000.00Revenue-+2h 13m"
"272","Motherless Brooklyn       (2019)+67.0+Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$26,000,000.00Revenue$18,377,736.00+2h 25m"
"273","The Last of the Mohicans       (1992)+74.0+Action, Adventure, Drama, History, Romance, War+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$75,505,856.00+1h 52m"
"274","Battle of the Sexes       (2017)+68.0+Comedy, Drama, History+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$12,638,526.00+2h 1m"
"275","Battle Royale       (2000)+73.0+Drama, Thriller, Action+OriginalTitleバトル・ロワイアルStatusReleasedOriginalLanguageJapaneseBudget$4,500,000.00Revenue$30,600,000.00+2h 3m"
"276","The War with Grandpa       (2020)+65.0+Comedy, Family+StatusReleasedOriginalLanguageEnglishBudget$18,000,000.00Revenue$16,262,351.00+1h 38m"
"277","Next       (2007)+60.0+Action, Science Fiction, Thriller+StatusReleasedOriginalLanguageEnglishBudget$70,000,000.00Revenue$76,066,841.00+1h 36m"
"278","The Dead Don't Die       (2019)+54.0+Comedy, Horror, Fantasy+StatusReleasedOriginalLanguageEnglishBudget-Revenue$12,104,595.00+1h 44m"
"279","Big Fish       (2003)+78.0+Adventure, Fantasy, Drama+StatusReleasedOriginalLanguageEnglishBudget$70,000,000.00Revenue$123,218,424.00+2h 5m"
"280","Ophelia       (2019)+73.0+Drama, Romance, History+StatusReleasedOriginalLanguageEnglishBudget$12,000,000.00Revenue$242,115.00+1h 54m"
"281","An Extremely Goofy Movie       (2000)+63.0+Animation, Family, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 19m"
"282","Erin Brockovich       (2000)+74.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$52,000,000.00Revenue$256,271,286.00+2h 11m"
"283","The Elephant Man       (1980)+81.0+Drama, History+StatusReleasedOriginalLanguageEnglishBudget$5,000,000.00Revenue$26,010,864.00+2h 4m"
"284","The Illusionist       (2006)+73.0+Fantasy, Drama, Thriller, Romance+StatusReleasedOriginalLanguageEnglishBudget$16,500,000.00Revenue$87,892,388.00+1h 50m"
"285","The Thin Red Line       (1998)+74.0+Drama, History, War+StatusReleasedOriginalLanguageEnglishBudget$52,000,000.00Revenue$98,126,565.00+2h 51m"
"286","Playing with Fire       (2019)+68.0+Family, Comedy+StatusReleasedOriginalLanguageEnglishBudget$29,900,000.00Revenue$44,400,000.00+1h 36m"
"287","Jarhead       (2005)+66.0+Drama, War+StatusReleasedOriginalLanguageEnglishBudget$72,000,000.00Revenue$97,076,152.00+2h 3m"
"288","The Perfect Storm       (2000)+64.0+Action, Adventure, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$120,000,000.00Revenue$325,756,637.00+2h 10m"
"289","The Blob       (1988)+67.0+Horror, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$19,000,000.00Revenue$8,247,943.00+1h 35m"
"290","The Art of the Steal       (2013)+62.0+Comedy, Crime+StatusReleasedOriginalLanguageEnglishBudget-Revenue$64,065.00+1h 30m"
"291","Blood Father       (2016)+62.0+Action, Thriller, Drama+StatusReleasedOriginalLanguageEnglishBudget$13,000,000.00Revenue$6,903,033.00+1h 28m"
"292","Fun and Fancy Free       (1947)+63.0+Animation, Family, Music+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 13m"
"293","Donnie Brasco       (1997)+75.0+Crime, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$35,000,000.00Revenue$124,909,762.00+2h 7m"
"294","Adrift       (2018)+69.0+Thriller, Romance, Adventure+StatusReleasedOriginalLanguageEnglishBudget$35,000,000.00Revenue$59,900,000.00+1h 36m"
"295","22 July       (2018)+72.0+History, Drama, Thriller, Crime+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue-+2h 23m"
"296","The Legend of 1900       (1998)+83.0+Drama, Music, Romance+OriginalTitleLaleggendadelpianistasull'oceanoStatusReleasedOriginalLanguageItalianBudget$9,000,000.00Revenue$21,057,208.00+2h 50m"
"297","Damien: Omen II       (1978)+64.0+Horror+StatusReleasedOriginalLanguageEnglishBudget$6,800,000.00Revenue$26,518,355.00+1h 47m"
"298","A Shaun the Sheep Movie: Farmageddon       (2019)+69.0+Comedy, Animation, Family+StatusReleasedOriginalLanguageEnglishBudget-Revenue$42,880,428.00+1h 27m"
"299","The French Connection       (1971)+75.0+Action, Crime, Thriller+StatusReleasedOriginalLanguageEnglishBudget$1,800,000.00Revenue$41,158,757.00+1h 44m"
"300","Eli       (2019)+60.0+Horror+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 38m"
